-0.3	-0.6	-0.9	-1.2	-1.5	-1.8	-10.0	-12.0	-14.0	-16.0	-18.0	-2.0	-2.1	-2.4	-2.7	-20.0	-3.0	-3.3	-3.6	-3.9	-4.0	-4.2	-4.5	-4.8	-5.1	-5.4	-5.7	-6.0	-8.0	0.0	10.0	12.0	14.0	16.0	18.0	2.0	20.0	4.0	6.0	8.0
